ID,text,target,stance,sarcasm,sentiment
2685," هناك خلط شديد بين حقوق المرأة التي كفلها الإسلام لها وبين "" تمكين المرأة"" الذي يقوم على الأفكار الإنسانية القابلة للخطأ والصواب. للأسف تم استغلال فكرة  "" تمكين المرأة"" لإشغالها عن مهمتها الأساسية واستخدامها كأداة للترويج والحط من كرامتها ",Women empowerment,Against,No,Negative
2686,"هناك خلط كبير بين حقوق المرأة التي كفلها الإسلام لها وبين ""تمكين المرأة"" الذي يقوم على الأفكار التي تجردها من حقوقها الحقيقية.  للأسف تم استغلال فكرة  ""تمكين المرأة"" لإشغالها عن مهمتها الأساسية واستخدامها كأداة للترويج والحط من كرامتها بالزج بها في أعمال لاتتفق مع دينها وأنوثتها.",Women empowerment,Against,No,Negative
2687, تمكين المرأة ، واضعاف الرجل اهنيكم الصراحه على المصخره وقلة الحيا,Women empowerment,Against,No,Negative
2688,أخذت اليوم #تطعيم كورونا بمركز العقيق ١ بكل يسر وسهولة وقمة التنظيم والرعاية   شكراً للقائمين على هذا المركز وشكراً #وزارة_الصحة  وادام علينا و على بلادنا نعمة الصحة والعافية ,Covid Vaccine,Favor,No,Positive
2689,المرأة السعودية مساهم فعّال في مسار #مدن نحو تحقيق التنمية الصناعية المستدامة و#تمكين_الصناعة. مؤتمر #سيدات_الصناعة 2020 ,Women empowerment,Favor,No,Positive
2690,نحن في مدن، نؤمن بأن تمكين المرأة من أهم أسباب نجاح المؤسسات، وبمناسبة يوم المرأة العالمي، نتمنى لجميع سيدات العالم دوام النجاح والتقدم.   #يوم_المرأة_العالمي ,Women empowerment,Favor,No,Positive
2696,كاميرا فيديو #covid_19 is a time machine كل التحول الاقتصادي و التقني و الاداري الذي تسارع بسبب #كوفيد19 يجعل من هذا الوباء آلة زمن نقلتنا بالفعل من ٢٠٢٠ و رؤية مستقبلية للعشر سنوات القادمة يتحقق كله اليوم أهلًا بكم في عام ٢٠٣٠ اليوم For the #LOVE of... ,Digital Transformation,Favor,No,Positive
2697,"عُقدت ورشةعمل لمسؤولي التحول الرقمي لمدارس ⁧#بوابة_المستقبل⁩ بعنوان ""شرح التجهيز التقني في مدارس المشروع  وآلية الدعم الفني والصيانة "" بمتوسطة الطحاوي   وبالتعاون مع ⁧#ادارة_التقنيات⁩ بالإدارة العامة ومشاركة منسق البوابة بمكتب تعليم خميس مشيط أ. عبدالخالق الغانم. ",Digital Transformation,Favor,No,Positive
2698,#تطعيم_كورونا  لحماية نفسك وعائلتك ومجتمعك  #وزارة_التعليم  #تعليم_نجران ,Covid Vaccine,Favor,No,Neutral
2699,#تطعيم_كورونا  لحماية نفسك وعائلتك ومجتمعك  خذ اللقاح وسجل الآن عبر تطبيق صحتي.         ,Covid Vaccine,Favor,No,Neutral
2700,يساعد #التحول_الرقمي الشركات في توظيف أحدث التقنيات لتحليل البيانات والإحصائيات الخاصة بموقعها الإلكتروني على سبيل المثال  لينعكس على نمو وتطور الشركة كمبيوتر سطح المكتب️  إليك 3 مؤشرات تدل على حاجة شركتك للتحول الرقمي  ,Digital Transformation,Favor,No,Positive
2701, بالنسبة لي كشخص متخرج و باحث عن عمل ويتابع مع أفراد أسرته التحول من الحضور التقليدي إلى الإلكتروني شيء جداً رائع وجهد كبير و نجاحهم كان 100%. والمرونة لدى المعلمين و الطلاب ساعدت كثير . شكراً للجميع في وزارة التعليم .,Digital Transformation,Favor,No,Positive
2702, مفرح هذا الإصدار .. تعزيز لـ #تمكين_المرأة كـ #قوة_ناعمة وتمثيل مشرّف لمكانة المملكة عبر #التواصل_الحضاري .. متشوق لقراءته وجه مبتسم بقلوب ومبارك لكِ أ. نوال هذا الإنتاج الأدبي العميق.,Women empowerment,Favor,No,Positive
2704,"#رؤية_2030_واقع_يتحقق  خدمة السداد الإلكتروني  قراءة إلكترونية لعدادات المياه موقع ""استدعاء""  بناء أول منزل بتقنية الطباعة ثلاثية الأبعاد  التحول الرقمي في الخدمات العدلية  مدينة الملك سلمان للطاقة (سبارك)  تخيل كل هذا تسويه من بيتك فقط",Digital Transformation,Favor,No,Positive
2706, تمكين غير مسبوق ساهم في تعزيز تنميه مشاركة المرأة ممتازلون بشرة متوسط ​​إلى فاتح,Women empowerment,Favor,No,Positive
2707,هذا ليس تمكين بل احلال المراة مكان الشاب المكلف بالصرف على المرأة وهو المسؤول كذلك عن اعطاء المراة مهرها واسكانها واطعامها وسداد الفواتير هذا اجحاف بحق الرجل المكلف بكل مايخص المرأة ,Women empowerment,Against,No,Negative
2708,وبرغم اني عاطل الان الا اني لم اعد ارى بأس في تمكين المراة صح ان الشباب اولى بالعمل  عن العمل لكن المراة تساعد المحتاج من اهلها والغرباء اكثر من الذكور,Women empowerment,Favor,No,Positive
2709, طبيعي البشر يقاومون التغيير  لكن يجب على المسؤولين العمل على بث ثقافة التحول الإلكتروني بين مختلف شرائح الموظفين ومشاركة الجميع هذا المشروع حتى يشارك الجميع في التطبيق  والتحول مع مقاومة الموظفين لا يخدم العملية.,Digital Transformation,Favor,No,Neutral
2710,شرطة عمان السلطانية تعتبر نموذج مشرف ويحتذى به في سرعة الخدمات... مشروع التحول الالكتروني لخدمات وزارة الاسكان مطلب لمواكبةً متطلبات الثورة الصناعية. بعد التحول الإلكتروني لن يكون هناك تأخير في المعاملات  ويمكن للمواطن متابعة مواضيعه بسهولة. #عمان_تحتاج_أفكاركم ,Digital Transformation,Favor,No,Negative
2711,قوة التكنولوجيا و استعمال الذكاء الاصطناعي اللي موجودة لسه محدود الانتشار.....التحول الالكتروني حالياً متعطل علي قدرة و شجاعة الناس في التغيير...التغيير في انك تتخلص من القديم وتستعمل الجديد...{ تتخلص من القديم بكل انواعة للاسف...} #digitaltransformation   #obstacles,Digital Transformation,Favor,No,Neutral
2712, ليس للسيدة أدنى سلطان في الأرض شرع الله الذي يحاول الغرب تدميره ليسود الفحشاء و البغاء العالم كله علناً و لن يحدث بامر الله مهما حاولوا بزعمهم الفاشل تمكين المرأة في المجتمعات الأسلامية,Women empowerment,Against,No,Negative
2713,اليوم راجعت مركز تطعيم كورونا فى محافظة الرس وتم اعطائي اول جرعة من اللقاح  فلقيت من كافة الكوادر والأطقم الطبية  بشاشة الوجه وحسن الأخلاق والخدمات والترتيب والنظافة المميزة لذا اتوجه لهم جميعا بارقى عبارات الشكر والتقدير .,Covid Vaccine,Favor,No,Positive
2714,فكرة التطعيم بتاع كورونا انا مش مرتاح لها  مش قادر اثق ف الدوله ف حتة انها تديك تطعيم ببلاش  و كمان تشجعك عليه و تفرضه ع بعض موظفي الدوله,Covid Vaccine,Against,No,Neutral
2715,   كلامك في محله.. واتمنى ان ينظر له بعين الاعتبار من قبل المسؤولين  نريد ان نرى التحول والتطور التقني بأعيننا وبخدمات ملموسه وفعليه لا اعلانيه ولاترويجيه ولابمباهاه بالمسميات التقنيه غير حقيقيه حسنا اليد,Digital Transformation,Favor,No,Positive
2716,نعم استشعرت الجهات والمؤسسات أهمية التحول الإلكتروني بعد الأزمة .. ان شاء الله بانتهاء الأزمة قريبا .. ستكون هناك ممارسات تدرس .. وستعمل على تطوير الخدمات بشكل غير مسبوق..,Digital Transformation,Favor,No,Negative
